"Time (s)  קפיץ 1 עגלה עם משקולת","Position (m)  קפיץ 1 עגלה עם משקולת","Velocity (m/s)  קפיץ 1 עגלה עם משקולת","Acceleration (m/s²)  קפיץ 1 עגלה עם משקולת","Force (N)  קפיץ 1 עגלה עם משקולת","Time (s) קפיץ 1 ללא משקולת","Position (m) קפיץ 1 ללא משקולת","Velocity (m/s) קפיץ 1 ללא משקולת","Acceleration (m/s²) קפיץ 1 ללא משקולת","Force (N) קפיץ 1 ללא משקולת","Time (s) קפיץ 2 עגלה ללא משקולת","Position (m) קפיץ 2 עגלה ללא משקולת","Velocity (m/s) קפיץ 2 עגלה ללא משקולת","Acceleration (m/s²) קפיץ 2 עגלה ללא משקולת","Force (N) קפיץ 2 עגלה ללא משקולת","Time (s) פלסטלינה ללא משקולת","Position (m) פלסטלינה ללא משקולת","Velocity (m/s) פלסטלינה ללא משקולת","Acceleration (m/s²) פלסטלינה ללא משקולת","Force (N) פלסטלינה ללא משקולת"
6.890,0.47,0.12,0.10,0.0,6.890,0.41,-0.08,0.21,0.0,6.890,0.49,-0.09,-1.23,0.0,6.890,0.49,0.12,-0.04,0.0
6.892,,,,0.0,6.892,,,,0.0,6.892,,,,0.0,6.892,,,,0.0
6.894,,,,0.0,6.894,,,,0.0,6.894,,,,-0.1,6.894,,,,0.0
6.896,,,,0.0,6.896,,,,0.0,6.896,,,,0.0,6.896,,,,0.0
6.898,,,,0.0,6.898,,,,0.0,6.898,,,,0.1,6.898,,,,0.0
6.900,0.48,0.12,0.11,0.0,6.900,0.41,-0.07,0.13,0.0,6.900,0.49,-0.10,-0.46,0.0,6.900,0.49,0.12,-0.11,0.0
6.902,,,,0.0,6.902,,,,0.0,6.902,,,,0.0,6.902,,,,0.0
6.904,,,,0.0,6.904,,,,0.0,6.904,,,,0.1,6.904,,,,0.0
6.906,,,,0.0,6.906,,,,0.0,6.906,,,,0.0,6.906,,,,0.0
6.908,,,,0.0,6.908,,,,0.0,6.908,,,,0.0,6.908,,,,0.0
6.910,0.48,0.12,0.07,0.0,6.910,0.41,-0.07,-0.06,0.0,6.910,0.49,-0.10,-0.15,0.1,6.910,0.49,0.12,-0.09,0.0
6.912,,,,0.0,6.912,,,,0.0,6.912,,,,0.0,6.912,,,,0.0
6.914,,,,0.0,6.914,,,,0.0,6.914,,,,0.0,6.914,,,,0.0
6.916,,,,0.0,6.916,,,,0.0,6.916,,,,0.1,6.916,,,,0.0
6.918,,,,0.0,6.918,,,,0.0,6.918,,,,0.0,6.918,,,,0.0
6.920,0.48,0.13,-0.04,0.0,6.920,0.41,-0.07,-0.06,0.0,6.920,0.49,-0.10,0.07,-0.1,6.920,0.50,0.12,0.07,0.0
6.922,,,,0.0,6.922,,,,0.0,6.922,,,,0.1,6.922,,,,0.0
6.924,,,,0.0,6.924,,,,0.0,6.924,,,,0.0,6.924,,,,0.0
6.926,,,,0.0,6.926,,,,0.0,6.926,,,,-0.1,6.926,,,,0.0
6.928,,,,0.0,6.928,,,,0.0,6.928,,,,0.0,6.928,,,,0.0
6.930,0.48,0.12,-0.11,0.0,6.930,0.41,-0.08,0.22,0.0,6.930,0.49,-0.10,0.20,0.0,6.930,0.50,0.12,0.22,0.0
6.932,,,,0.0,6.932,,,,0.0,6.932,,,,-0.1,6.932,,,,0.0
6.934,,,,0.0,6.934,,,,0.0,6.934,,,,0.0,6.934,,,,0.0
6.936,,,,0.0,6.936,,,,0.0,6.936,,,,0.1,6.936,,,,0.0
6.938,,,,0.0,6.938,,,,0.0,6.938,,,,0.0,6.938,,,,0.0
6.940,0.48,0.12,-0.07,0.0,6.940,0.41,-0.07,0.40,0.0,6.940,0.49,-0.09,0.17,0.0,6.940,0.50,0.12,0.13,0.0
6.942,,,,0.0,6.942,,,,0.0,6.942,,,,0.1,6.942,,,,0.0
6.944,,,,0.0,6.944,,,,0.0,6.944,,,,0.0,6.944,,,,0.0
6.946,,,,0.0,6.946,,,,0.0,6.946,,,,0.0,6.946,,,,0.0
6.948,,,,0.0,6.948,,,,0.0,6.948,,,,0.1,6.948,,,,0.0
6.950,0.48,0.12,0.05,0.0,6.950,0.41,-0.06,0.14,0.0,6.950,0.49,-0.09,0.06,0.0,6.950,0.50,0.12,-0.04,0.0
6.952,,,,0.0,6.952,,,,0.0,6.952,,,,0.0,6.952,,,,0.0
6.954,,,,0.0,6.954,,,,0.0,6.954,,,,0.1,6.954,,,,0.0
6.956,,,,0.0,6.956,,,,0.0,6.956,,,,0.0,6.956,,,,0.0
6.958,,,,0.0,6.958,,,,0.0,6.958,,,,0.0,6.958,,,,0.0
6.960,0.48,0.12,0.07,0.0,6.960,0.41,-0.06,-0.37,0.0,6.960,0.49,-0.09,-1.62E-13,0.0,6.960,0.50,0.12,-0.11,0.0
6.962,,,,0.0,6.962,,,,0.0,6.962,,,,0.0,6.962,,,,0.0
6.964,,,,0.0,6.964,,,,0.0,6.964,,,,-0.1,6.964,,,,0.0
6.966,,,,0.0,6.966,,,,0.0,6.966,,,,0.1,6.966,,,,0.0
6.968,,,,0.0,6.968,,,,0.0,6.968,,,,0.0,6.968,,,,0.0
6.970,0.48,0.12,-0.05,0.0,6.970,0.41,-0.07,-0.37,0.0,6.970,0.49,-0.09,-2.79E-13,-0.1,6.970,0.50,0.12,0.00,0.0
6.972,,,,0.0,6.972,,,,0.0,6.972,,,,0.0,6.972,,,,0.0
6.974,,,,0.0,6.974,,,,0.0,6.974,,,,0.0,6.974,,,,0.0
6.976,,,,0.0,6.976,,,,0.0,6.976,,,,0.0,6.976,,,,0.0
6.978,,,,0.0,6.978,,,,0.0,6.978,,,,0.0,6.978,,,,0.0
6.980,0.49,0.12,-0.06,0.0,6.980,0.41,-0.08,0.42,0.0,6.980,0.49,-0.09,-9.37E-14,0.1,6.980,0.50,0.12,0.00,0.0
6.982,,,,0.0,6.982,,,,0.0,6.982,,,,0.0,6.982,,,,0.0
6.984,,,,0.0,6.984,,,,0.0,6.984,,,,0.0,6.984,,,,0.0
6.986,,,,0.0,6.986,,,,0.0,6.986,,,,0.1,6.986,,,,0.0
6.988,,,,0.0,6.988,,,,0.0,6.988,,,,0.0,6.988,,,,0.0
6.990,0.49,0.12,-0.01,0.0,6.990,0.41,-0.07,1.25,0.0,6.990,0.48,-0.09,6.87E-14,0.0,6.990,0.50,0.12,-0.75,0.0
6.992,,,,0.0,6.992,,,,0.0,6.992,,,,0.1,6.992,,,,0.0
6.994,,,,0.0,6.994,,,,0.0,6.994,,,,0.0,6.994,,,,0.0
6.996,,,,0.0,6.996,,,,0.0,6.996,,,,0.0,6.996,,,,0.0
6.998,,,,0.0,6.998,,,,0.0,6.998,,,,0.1,6.998,,,,0.0
7.000,0.49,0.12,0.05,0.0,7.000,0.41,-0.04,1.16,0.0,7.000,0.48,-0.09,7.01E-14,0.0,7.000,0.51,0.12,-2.33,0.0
7.002,,,,0.0,7.002,,,,0.0,7.002,,,,-0.1,7.002,,,,0.0
7.004,,,,0.0,7.004,,,,0.0,7.004,,,,0.0,7.004,,,,0.0
7.006,,,,0.0,7.006,,,,0.0,7.006,,,,0.0,7.006,,,,0.1
7.008,,,,0.0,7.008,,,,0.0,7.008,,,,0.0,7.008,,,,0.5
7.010,0.49,0.12,0.07,0.0,7.010,0.41,-0.04,0.26,0.0,7.010,0.48,-0.09,4.72E-14,0.0,7.010,0.51,0.08,-3.82,1.0
7.012,,,,0.0,7.012,,,,0.0,7.012,,,,0.1,7.012,,,,1.7
7.014,,,,0.0,7.014,,,,0.0,7.014,,,,0.0,7.014,,,,2.6
7.016,,,,0.0,7.016,,,,0.0,7.016,,,,0.0,7.016,,,,3.0
7.018,,,,0.0,7.018,,,,0.0,7.018,,,,0.1,7.018,,,,2.9
7.020,0.49,0.12,-0.01,0.0,7.020,0.41,-0.04,-0.55,0.0,7.020,0.48,-0.09,-0.01,0.0,7.020,0.51,0.03,-3.81,2.5
7.022,,,,0.0,7.022,,,,0.0,7.022,,,,0.0,7.022,,,,2.4
7.024,,,,0.0,7.024,,,,0.0,7.024,,,,0.1,7.024,,,,2.1
7.026,,,,0.0,7.026,,,,0.0,7.026,,,,0.0,7.026,,,,1.6
7.028,,,,0.0,7.028,,,,0.0,7.028,,,,0.0,7.028,,,,0.6
7.030,0.49,0.12,-0.10,0.0,7.030,0.41,-0.05,-0.73,0.0,7.030,0.48,-0.09,0.04,0.1,7.030,0.51,-0.01,-2.24,-0.2
7.032,,,,0.0,7.032,,,,0.0,7.032,,,,0.0,7.032,,,,-0.6
7.034,,,,0.1,7.034,,,,0.0,7.034,,,,0.0,7.034,,,,-0.6
7.036,,,,0.1,7.036,,,,0.0,7.036,,,,0.0,7.036,,,,-0.6
7.038,,,,0.1,7.038,,,,0.0,7.038,,,,0.0,7.038,,,,-0.4
7.040,0.49,0.12,-0.39,0.2,7.040,0.41,-0.06,-0.51,0.0,7.040,0.48,-0.10,0.10,0.0,7.040,0.51,-0.02,-0.43,-0.3
7.042,,,,0.3,7.042,,,,0.0,7.042,,,,0.0,7.042,,,,-0.2
7.044,,,,0.3,7.044,,,,0.0,7.044,,,,0.0,7.044,,,,-0.1
7.046,,,,0.4,7.046,,,,0.0,7.046,,,,0.0,7.046,,,,-0.1
7.048,,,,0.4,7.048,,,,0.0,7.048,,,,0.1,7.048,,,,-0.2
7.050,0.49,0.12,-0.90,0.5,7.050,0.40,-0.06,-0.21,0.0,7.050,0.48,-0.09,0.11,0.0,7.050,0.51,-0.01,0.49,-0.3
7.052,,,,0.6,7.052,,,,0.0,7.052,,,,0.0,7.052,,,,-0.4
7.054,,,,0.6,7.054,,,,0.0,7.054,,,,0.0,7.054,,,,-0.4
7.056,,,,0.6,7.056,,,,0.0,7.056,,,,0.0,7.056,,,,-0.3
7.058,,,,0.7,7.058,,,,0.0,7.058,,,,0.0,7.058,,,,-0.2
7.060,0.49,0.11,-1.50,0.7,7.060,0.40,-0.06,0.29,0.0,7.060,0.48,-0.09,0.06,0.0,7.060,0.51,0.00,0.49,-0.1
7.062,,,,0.9,7.062,,,,0.0,7.062,,,,0.1,7.062,,,,0.0
7.064,,,,0.8,7.064,,,,0.0,7.064,,,,0.0,7.064,,,,0.1
7.066,,,,0.9,7.066,,,,0.0,7.066,,,,0.0,7.066,,,,0.1
7.068,,,,1.0,7.068,,,,0.0,7.068,,,,0.1,7.068,,,,0.2
7.070,0.50,0.09,-1.99,1.0,7.070,0.40,-0.06,0.82,0.0,7.070,0.48,-0.09,-2.07E-13,0.0,7.070,0.51,0.00,0.23,0.1
7.072,,,,1.0,7.072,,,,0.0,7.072,,,,0.0,7.072,,,,0.1
7.074,,,,1.1,7.074,,,,0.0,7.074,,,,0.1,7.074,,,,0.1
7.076,,,,1.1,7.076,,,,0.0,7.076,,,,0.0,7.076,,,,0.1
7.078,,,,1.2,7.078,,,,0.0,7.078,,,,0.0,7.078,,,,0.0
7.080,0.50,0.06,-2.40,1.2,7.080,0.40,-0.04,0.70,0.0,7.080,0.48,-0.09,-2.43E-14,0.0,7.080,0.51,0.00,0.06,0.0
7.082,,,,1.3,7.082,,,,0.0,7.082,,,,0.0,7.082,,,,-0.1
7.084,,,,1.2,7.084,,,,0.0,7.084,,,,0.0,7.084,,,,-0.1
7.086,,,,1.3,7.086,,,,0.0,7.086,,,,0.1,7.086,,,,-0.1
7.088,,,,1.3,7.088,,,,0.0,7.088,,,,0.0,7.088,,,,0.0
7.090,0.50,0.04,-2.93,1.3,7.090,0.40,-0.03,-0.11,0.0,7.090,0.47,-0.09,-0.01,0.0,7.090,0.51,0.00,0.00,0.0
7.092,,,,1.3,7.092,,,,0.0,7.092,,,,0.0,7.092,,,,0.1
7.094,,,,1.3,7.094,,,,0.0,7.094,,,,0.0,7.094,,,,0.1
7.096,,,,1.4,7.096,,,,0.0,7.096,,,,0.0,7.096,,,,0.1
7.098,,,,1.4,7.098,,,,0.0,7.098,,,,0.0,7.098,,,,0.0
7.100,0.50,0.01,-3.35,1.4,7.100,0.40,-0.05,-0.68,0.0,7.100,0.47,-0.09,0.02,0.0,7.100,0.51,0.00,0.00,0.0
7.102,,,,1.4,7.102,,,,0.0,7.102,,,,0.0,7.102,,,,0.0
7.104,,,,1.3,7.104,,,,0.0,7.104,,,,0.0,7.104,,,,-0.1
7.106,,,,1.4,7.106,,,,0.0,7.106,,,,0.0,7.106,,,,0.0
7.108,,,,1.3,7.108,,,,0.0,7.108,,,,0.0,7.108,,,,0.0
7.110,0.50,-0.03,-3.28,1.4,7.110,0.40,-0.06,-0.06,0.0,7.110,0.47,-0.09,0.13,0.0,7.110,0.51,0.00,0.00,0.0
7.112,,,,1.3,7.112,,,,0.0,7.112,,,,0.1,7.112,,,,0.0
7.114,,,,1.3,7.114,,,,0.0,7.114,,,,0.0,7.114,,,,0.1
7.116,,,,1.3,7.116,,,,0.0,7.116,,,,0.0,7.116,,,,0.1
7.118,,,,1.3,7.118,,,,0.0,7.118,,,,0.1,7.118,,,,0.1
7.120,0.50,-0.06,-2.67,1.2,7.120,0.40,-0.06,1.06,0.0,7.120,0.47,-0.09,0.22,0.0,7.120,0.51,0.00,0.00,0.1
7.122,,,,1.2,7.122,,,,0.0,7.122,,,,0.0,7.122,,,,0.1
7.124,,,,1.1,7.124,,,,0.0,7.124,,,,0.0,7.124,,,,0.0
7.126,,,,1.1,7.126,,,,0.0,7.126,,,,0.0,7.126,,,,0.0
7.128,,,,1.0,7.128,,,,0.0,7.128,,,,0.0,7.128,,,,0.0
7.130,0.50,-0.09,-1.79,1.0,7.130,0.40,-0.03,1.05,0.0,7.130,0.47,-0.09,0.14,0.0,7.130,0.51,0.00,0.00,0.0
7.132,,,,1.0,7.132,,,,0.0,7.132,,,,0.0,7.132,,,,0.0
7.134,,,,0.9,7.134,,,,0.0,7.134,,,,0.0,7.134,,,,0.0
7.136,,,,0.9,7.136,,,,0.0,7.136,,,,0.0,7.136,,,,0.0
7.138,,,,0.8,7.138,,,,0.0,7.138,,,,0.0,7.138,,,,0.0
7.140,0.50,-0.10,-0.93,0.8,7.140,0.40,-0.02,-0.22,0.0,7.140,0.47,-0.09,-0.07,0.0,7.140,0.51,0.00,0.00,0.0
7.142,,,,0.7,7.142,,,,0.0,7.142,,,,0.0,7.142,,,,0.0
7.144,,,,0.7,7.144,,,,0.0,7.144,,,,0.1,7.144,,,,0.0
7.146,,,,0.6,7.146,,,,0.0,7.146,,,,0.0,7.146,,,,0.0
7.148,,,,0.6,7.148,,,,0.0,7.148,,,,0.0,7.148,,,,0.0
7.150,0.49,-0.10,-0.22,0.6,7.150,0.40,-0.04,-1.43,0.0,7.150,0.47,-0.09,-0.22,0.0,7.150,0.51,0.00,0.00,0.0
7.152,,,,0.4,7.152,,,,0.0,7.152,,,,0.0,7.152,,,,0.1
7.154,,,,0.4,7.154,,,,0.0,7.154,,,,0.0,7.154,,,,0.1
7.156,,,,0.3,7.156,,,,0.0,7.156,,,,0.1,7.156,,,,0.1
7.158,,,,0.3,7.158,,,,0.0,7.158,,,,0.0,7.158,,,,0.1
7.160,0.49,-0.10,0.13,0.3,7.160,0.40,-0.06,-1.24,0.0,7.160,0.47,-0.09,-0.14,0.0,7.160,0.51,0.00,0.00,0.1
7.162,,,,0.2,7.162,,,,0.0,7.162,,,,0.0,7.162,,,,0.1
7.164,,,,0.2,7.164,,,,0.0,7.164,,,,0.0,7.164,,,,0.0
7.166,,,,0.1,7.166,,,,0.0,7.166,,,,0.0,7.166,,,,0.0
7.168,,,,0.1,7.168,,,,0.0,7.168,,,,0.0,7.168,,,,0.0
7.170,0.49,-0.10,0.18,0.0,7.170,0.40,-0.07,0.06,0.0,7.170,0.47,-0.09,0.07,0.0,7.170,0.51,0.00,0.00,-0.1
7.172,,,,0.1,7.172,,,,0.0,7.172,,,,0.0,7.172,,,,-0.1
7.174,,,,0.0,7.174,,,,0.0,7.174,,,,0.0,7.174,,,,-0.1
7.176,,,,0.0,7.176,,,,0.0,7.176,,,,0.0,7.176,,,,-0.1
7.178,,,,0.0,7.178,,,,0.0,7.178,,,,0.0,7.178,,,,-0.1
7.180,0.49,-0.10,0.23,0.0,7.180,0.40,-0.06,1.07,0.0,7.180,0.47,-0.09,0.20,0.0,7.180,0.51,0.00,0.00,0.0
7.182,,,,0.0,7.182,,,,0.0,7.182,,,,0.0,7.182,,,,0.0
7.184,,,,0.0,7.184,,,,0.0,7.184,,,,0.0,7.184,,,,0.1
7.186,,,,0.0,7.186,,,,0.0,7.186,,,,0.0,7.186,,,,0.1
7.188,,,,0.0,7.188,,,,0.0,7.188,,,,0.1,7.188,,,,0.1
7.190,0.49,-0.10,0.31,0.0,7.190,0.40,-0.04,0.93,0.0,7.190,0.47,-0.09,0.16,0.0,7.190,0.51,0.00,0.00,0.1
7.192,,,,0.0,7.192,,,,0.0,7.192,,,,0.0,7.192,,,,0.1
7.194,,,,0.0,7.194,,,,0.0,7.194,,,,0.0,7.194,,,,0.1
7.196,,,,0.0,7.196,,,,0.0,7.196,,,,0.0,7.196,,,,0.1
7.198,,,,0.0,7.198,,,,0.0,7.198,,,,0.0,7.198,,,,0.0
7.200,0.49,-0.09,0.24,0.0,7.200,0.40,-0.03,-0.06,0.0,7.200,0.47,-0.09,0.08,0.0,7.200,0.51,0.00,0.00,0.0
7.202,,,,0.0,7.202,,,,0.0,7.202,,,,0.0,7.202,,,,-0.1
7.204,,,,0.0,7.204,,,,0.0,7.204,,,,0.0,7.204,,,,-0.1
7.206,,,,0.0,7.206,,,,0.0,7.206,,,,0.0,7.206,,,,-0.1
7.208,,,,0.0,7.208,,,,0.0,7.208,,,,0.0,7.208,,,,-0.1
7.210,0.49,-0.09,0.01,0.0,7.210,0.40,-0.04,-0.82,0.0,7.210,0.46,-0.09,0.13,0.0,7.210,0.51,0.00,0.00,-0.1
7.212,,,,0.0,7.212,,,,0.0,7.212,,,,0.0,7.212,,,,0.0
7.214,,,,0.0,7.214,,,,0.0,7.214,,,,0.0,7.214,,,,0.0
7.216,,,,0.0,7.216,,,,0.0,7.216,,,,0.0,7.216,,,,0.0
7.218,,,,0.0,7.218,,,,0.0,7.218,,,,0.0,7.218,,,,0.1
7.220,0.49,-0.09,-0.07,0.0,7.220,0.40,-0.06,-0.69,0.0,7.220,0.46,-0.08,0.22,0.0,7.220,0.51,0.00,0.00,0.1
7.222,,,,0.0,7.222,,,,0.0,7.222,,,,0.0,7.222,,,,0.1
7.224,,,,0.1,7.224,,,,0.0,7.224,,,,0.0,7.224,,,,0.1
7.226,,,,0.0,7.226,,,,0.0,7.226,,,,0.0,7.226,,,,0.1
7.228,,,,0.0,7.228,,,,0.0,7.228,,,,0.0,7.228,,,,0.1
7.230,0.49,-0.09,0.05,0.0,7.230,0.40,-0.06,0.08,0.0,7.230,0.46,-0.08,0.14,0.0,7.230,0.51,0.00,0.00,0.1
7.232,,,,0.0,7.232,,,,0.0,7.232,,,,0.0,7.232,,,,0.0
7.234,,,,0.0,7.234,,,,0.0,7.234,,,,0.0,7.234,,,,0.0
7.236,,,,0.0,7.236,,,,0.0,7.236,,,,0.0,7.236,,,,0.0
7.238,,,,0.0,7.238,,,,0.0,7.238,,,,0.0,7.238,,,,0.0
7.240,0.49,-0.09,0.06,0.0,7.240,0.40,-0.05,0.71,0.0,7.240,0.46,-0.08,-0.07,0.0,7.240,0.51,0.00,0.00,-0.1
7.242,,,,0.0,7.242,,,,0.0,7.242,,,,0.0,7.242,,,,-0.1
7.244,,,,0.0,7.244,,,,0.0,7.244,,,,0.0,7.244,,,,-0.1
7.246,,,,0.0,7.246,,,,0.0,7.246,,,,0.0,7.246,,,,0.0
7.248,,,,0.0,7.248,,,,0.0,7.248,,,,0.0,7.248,,,,0.0
7.250,0.48,-0.09,-0.01,0.0,7.250,0.39,-0.04,0.64,0.0,7.250,0.46,-0.08,-0.22,0.0,7.250,0.51,0.00,0.00,0.0
7.252,,,,0.0,7.252,,,,0.0,7.252,,,,0.0,7.252,,,,0.0
7.254,,,,0.0,7.254,,,,0.0,7.254,,,,0.0,7.254,,,,0.0
7.256,,,,0.0,7.256,,,,0.0,7.256,,,,0.0,7.256,,,,0.0
7.258,,,,0.0,7.258,,,,0.0,7.258,,,,0.0,7.258,,,,0.0
7.260,0.48,-0.09,0.02,0.0,7.260,0.39,-0.04,-0.07,0.0,7.260,0.46,-0.09,-0.14,0.0,7.260,0.51,0.00,0.00,0.1
7.262,,,,0.0,7.262,,,,0.0,7.262,,,,0.0,7.262,,,,0.1
7.264,,,,0.1,7.264,,,,0.0,7.264,,,,0.0,7.264,,,,0.1
7.266,,,,0.0,7.266,,,,0.0,7.266,,,,0.0,7.266,,,,0.0
7.268,,,,0.0,7.268,,,,0.0,7.268,,,,0.0,7.268,,,,0.0
7.270,0.48,-0.09,0.16,0.0,7.270,0.39,-0.04,-0.74,0.0,7.270,0.46,-0.09,0.07,0.0,7.270,0.51,0.00,0.00,0.0
7.272,,,,0.0,7.272,,,,0.0,7.272,,,,0.0,7.272,,,,0.0
7.274,,,,0.0,7.274,,,,0.0,7.274,,,,0.0,7.274,,,,0.0
7.276,,,,0.0,7.276,,,,0.0,7.276,,,,0.0,7.276,,,,0.0
7.278,,,,0.0,7.278,,,,0.0,7.278,,,,0.0,7.278,,,,0.0
7.280,0.48,-0.09,0.12,0.0,7.280,0.39,-0.06,-0.77,0.0,7.280,0.46,-0.08,0.20,0.0,7.280,0.51,0.00,0.00,0.0
7.282,,,,0.0,7.282,,,,0.0,7.282,,,,0.0,7.282,,,,0.0
7.284,,,,0.0,7.284,,,,0.0,7.284,,,,0.0,7.284,,,,0.0
7.286,,,,0.0,7.286,,,,0.0,7.286,,,,0.0,7.286,,,,0.0
7.288,,,,0.0,7.288,,,,0.0,7.288,,,,0.0,7.288,,,,0.0
7.290,0.48,-0.09,7.29E-5,0.0,7.290,0.39,-0.06,-0.13,0.0,7.290,0.46,-0.08,0.17,0.0,7.290,0.51,0.00,0.00,0.0
7.292,,,,0.0,7.292,,,,0.0,7.292,,,,0.0,7.292,,,,0.0
7.294,,,,0.0,7.294,,,,0.0,7.294,,,,0.0,7.294,,,,0.0
7.296,,,,0.0,7.296,,,,0.0,7.296,,,,0.0,7.296,,,,0.0
7.298,,,,0.0,7.298,,,,0.0,7.298,,,,0.0,7.298,,,,0.0
7.300,0.48,-0.09,0.01,0.0,7.300,0.39,-0.06,0.56,0.0,7.300,0.46,-0.08,0.05,0.0,7.300,0.51,0.00,0.00,0.1
7.302,,,,0.0,7.302,,,,0.0,7.302,,,,0.0,7.302,,,,0.1
7.304,,,,0.0,7.304,,,,0.0,7.304,,,,0.0,7.304,,,,0.1
7.306,,,,0.0,7.306,,,,0.0,7.306,,,,0.0,7.306,,,,0.1
7.308,,,,0.0,7.308,,,,0.0,7.308,,,,0.0,7.308,,,,0.0
7.310,0.48,-0.09,-0.04,0.0,7.310,0.39,-0.05,0.73,0.0,7.310,0.46,-0.08,0.04,0.0,7.310,0.51,0.00,0.00,0.0
7.312,,,,0.0,7.312,,,,0.0,7.312,,,,0.0,7.312,,,,0.0
7.314,,,,0.0,7.314,,,,0.0,7.314,,,,0.0,7.314,,,,0.0
7.316,,,,0.0,7.316,,,,0.0,7.316,,,,0.0,7.316,,,,0.0
7.318,,,,0.1,7.318,,,,0.0,7.318,,,,0.0,7.318,,,,-0.1
7.320,0.48,-0.08,-0.13,0.0,7.320,0.39,-0.04,0.27,0.0,7.320,0.46,-0.08,0.11,0.0,7.320,0.51,0.00,0.00,-0.1
7.322,,,,0.0,7.322,,,,0.0,7.322,,,,0.0,7.322,,,,0.0
7.324,,,,0.0,7.324,,,,0.0,7.324,,,,0.0,7.324,,,,0.0
7.326,,,,0.0,7.326,,,,0.0,7.326,,,,0.0,7.326,,,,0.0
7.328,,,,0.1,7.328,,,,0.0,7.328,,,,0.0,7.328,,,,0.0
7.330,0.48,-0.09,-0.03,0.0,7.330,0.39,-0.04,-0.36,0.0,7.330,0.45,-0.08,0.07,0.0,7.330,0.51,0.00,0.00,0.0
7.332,,,,0.0,7.332,,,,0.0,7.332,,,,0.0,7.332,,,,0.1
7.334,,,,0.0,7.334,,,,0.0,7.334,,,,0.0,7.334,,,,0.1
7.336,,,,0.0,7.336,,,,0.0,7.336,,,,0.0,7.336,,,,0.1
7.338,,,,0.1,7.338,,,,0.0,7.338,,,,0.0,7.338,,,,0.1
7.340,0.48,-0.09,0.35,0.0,7.340,0.39,-0.05,-0.57,0.0,7.340,0.45,-0.08,-0.04,0.0,7.340,0.51,0.00,0.00,0.1
7.342,,,,0.0,7.342,,,,0.0,7.342,,,,0.0,7.342,,,,0.1
7.344,,,,0.0,7.344,,,,0.0,7.344,,,,0.0,7.344,,,,0.0
7.346,,,,0.0,7.346,,,,0.0,7.346,,,,0.0,7.346,,,,0.0
7.348,,,,0.0,7.348,,,,0.0,7.348,,,,0.0,7.348,,,,0.0
7.350,0.48,-0.08,0.39,0.0,7.350,0.39,-0.06,-0.22,0.0,7.350,0.45,-0.08,-0.12,0.0,7.350,0.51,0.00,0.00,0.0
7.352,,,,0.0,7.352,,,,0.0,7.352,,,,0.0,7.352,,,,0.0
7.354,,,,0.0,7.354,,,,0.0,7.354,,,,0.0,7.354,,,,0.0
7.356,,,,0.0,7.356,,,,0.0,7.356,,,,0.0,7.356,,,,0.0
7.358,,,,0.0,7.358,,,,0.0,7.358,,,,0.0,7.358,,,,0.0
7.360,0.48,-0.08,-0.07,0.0,7.360,0.39,-0.06,0.40,0.0,7.360,0.45,-0.08,-0.02,0.0,7.360,0.51,0.00,0.00,0.0
7.362,,,,0.0,7.362,,,,0.0,7.362,,,,0.0,7.362,,,,0.0
7.364,,,,0.0,7.364,,,,0.0,7.364,,,,0.0,7.364,,,,0.0
7.366,,,,0.0,7.366,,,,0.0,7.366,,,,0.0,7.366,,,,0.1
7.368,,,,0.0,7.368,,,,0.0,7.368,,,,0.0,7.368,,,,0.1
7.370,0.47,-0.09,-0.27,0.0,7.370,0.39,-0.05,0.67,0.0,7.370,0.45,-0.08,0.10,0.0,7.370,0.51,0.00,0.00,0.1
7.372,,,,0.0,7.372,,,,0.0,7.372,,,,0.0,7.372,,,,0.1
7.374,,,,0.0,7.374,,,,0.0,7.374,,,,0.0,7.374,,,,0.0
7.376,,,,0.0,7.376,,,,0.0,7.376,,,,0.0,7.376,,,,0.0
7.378,,,,0.0,7.378,,,,0.0,7.378,,,,0.0,7.378,,,,0.1
7.380,0.47,-0.09,0.06,0.0,7.380,0.39,-0.04,0.29,0.0,7.380,0.45,-0.08,0.11,0.0,7.380,0.51,0.00,0.00,0.0
7.382,,,,0.0,7.382,,,,0.0,7.382,,,,0.0,7.382,,,,0.0
7.384,,,,0.0,7.384,,,,0.0,7.384,,,,0.0,7.384,,,,0.0
7.386,,,,0.0,7.386,,,,0.0,7.386,,,,0.0,7.386,,,,0.0
7.388,,,,0.0,7.388,,,,0.0,7.388,,,,0.0,7.388,,,,0.0
7.390,0.47,-0.08,0.30,0.0,7.390,0.39,-0.04,-0.43,0.0,7.390,0.45,-0.08,0.06,0.0,7.390,0.51,0.00,0.00,0.0
7.392,,,,0.1,7.392,,,,0.0,7.392,,,,0.0,7.392,,,,0.0
7.394,,,,0.0,7.394,,,,0.0,7.394,,,,0.0,7.394,,,,0.0
7.396,,,,0.0,7.396,,,,0.0,7.396,,,,0.0,7.396,,,,0.0
7.398,,,,0.0,7.398,,,,0.0,7.398,,,,0.0,7.398,,,,0.0
7.400,0.47,-0.08,0.04,0.0,7.400,0.39,-0.05,-0.78,0.0,7.400,0.45,-0.08,-0.01,0.0,7.400,0.51,0.00,0.00,0.0
7.402,,,,0.0,7.402,,,,0.0,7.402,,,,0.0,7.402,,,,0.0
